agro_ecological_zone,soil_ph,nitrogen_N,phosphorus_P,potassium_K,soil_moisture,soil_temp,ambient_temp,humidity,rainfall,altitude,soil_type
Dry,6.72,56.27,16.96,164.79,66.73,30.67,32.32,54.05,4.07,31.24,Reddish Brown Earths
Intermediate,6.18,43.23,13.53,125.11,44.26,26.04,26.96,73.09,8.2,268.97,Reddish Brown Latosolic
Intermediate,6.3,85.32,32.26,199.24,24.53,27.05,27.97,93.99,12.88,227.12,Alluvial Soils
Dry,8.69,15.36,9.29,388.6,52.3,31.88,33.71,81.44,1.83,46.17,Solonchaks
Dry,6.02,48.29,14.53,100.49,45.11,26.3,27.52,75.85,0.64,145.37,Low Humic Gley
Dry,6.45,19.37,9.26,71.8,53.7,29.48,31.38,53.28,1.46,76.11,Red Yellow Latosols
Dry,5.95,29.78,10.14,115.73,65.54,30.08,30.82,94.09,2.22,65.04,Non-Calcic Brown
Dry,6.86,41.16,18.78,122.98,61.83,29.33,30.18,94.26,4.12,40.45,Low Humic Gley
Intermediate,6.25,44.28,17.42,124.82,64.92,26.75,27.28,78.09,14.83,73.97,Reddish Brown Latosolic
Dry,7.7,48.39,17.77,371.02,22.37,30.37,31.54,53.2,3.34,77.56,Grumusols
Intermediate,5.78,36.34,15.45,132.48,45.33,26.06,27.51,63.1,13.88,308.88,Reddish Brown Latosolic
Dry,9.05,13.69,11.96,425.92,5.67,31.93,33.14,71.25,0.49,103.52,Solonchaks
Wet,4.93,35.41,10.45,96.81,51.93,22.56,24.15,55.13,28.11,159.27,Red Yellow Podzolic
Wet,4.45,111.2,9.51,66.29,5.65,26.93,28.52,43.46,22.44,210.57,Bog and Half-Bog
Dry,8.86,9.36,11.12,361.31,5.56,30.16,31.72,66.8,3.28,90.39,Solonchaks
Dry,7.92,35.54,22.74,274.48,69.38,31.59,32.67,94.41,1.65,43.1,Grumusols
Dry,7.4,39.07,21.57,312.14,45.32,30.28,30.84,53.37,2.93,118.14,Grumusols
Wet,4.79,120.05,9.66,65.01,39.36,24.72,25.43,59.08,29.45,54.13,Bog and Half-Bog
Dry/Wet,7.3,14.05,5.1,47.14,44.38,31.13,32.24,71.15,27.62,199.64,Regosols
Wet,5.39,48.81,15.15,117.38,30.19,24.72,25.36,42.33,16.67,113.08,Immature Brown Loams
Wet,5.74,42.44,12.65,125.88,36.88,23.82,24.33,75.09,16.3,89.41,Immature Brown Loams
Wet,4.66,126.41,10.6,57.32,60.29,25.65,26.69,66.78,18.1,425.4,Bog and Half-Bog
Dry,7.92,31.43,20.48,241.25,37.98,29.7,30.3,52.5,3.82,96.74,Calcic Red Yellow Latosols
Wet,4.55,123.74,7.22,60.59,67.39,24.86,26.02,63.12,16.02,34.71,Bog and Half-Bog
Dry,7.29,39.07,23.07,265.19,36.94,30.57,31.31,53.4,3.46,30.46,Grumusols
Dry,6.38,20.84,11.76,90.69,30.63,31.76,32.7,42.25,4.94,111.25,Red Yellow Latosols
Dry,8.31,18.54,15.52,332.7,31.76,30.69,31.92,49.7,2.3,24.02,Solodized Solonetz
Dry,7.03,46.93,16.11,116.26,19.79,27.41,28.33,87.39,3.62,62.87,Low Humic Gley
Dry,6.59,49.5,15.29,114.14,12.52,29.39,30.27,68.06,2.64,37.06,Low Humic Gley
Dry,6.67,60.35,19.06,166.51,49.38,29.37,30.88,59.98,4.19,16.81,Reddish Brown Earths
Dry,7.91,27.05,17.85,247.67,12.91,33.38,34.54,77.21,0.25,140.9,Calcic Red Yellow Latosols
Dry,6.39,22.93,9.3,100.23,24.16,30.26,30.84,61.75,3.91,29.7,Red Yellow Latosols
Dry,6.64,25.17,12.15,78.04,13.21,32.46,34.41,94.79,1.77,79.59,Red Yellow Latosols
Wet,4.57,116.29,12.21,62.99,17.36,24.36,25.21,75.82,29.44,254.44,Bog and Half-Bog
Wet,4.1,98.72,9.71,62.39,12.18,23.71,24.8,63.45,17.54,364.14,Bog and Half-Bog
Dry/Wet,7.24,13.95,6.58,51.14,14.95,28.79,30.57,70.03,28.74,44.43,Regosols
Dry,8.34,8.98,9.79,396.11,19.95,30.9,32.31,46.7,4.05,100.07,Solonchaks
Intermediate,6.18,47.41,14.78,159.47,44.69,25.04,27.0,75.17,9.16,75.15,Reddish Brown Latosolic
Dry,5.96,21.34,9.92,112.95,52.82,29.44,30.41,77.98,3.37,35.86,Non-Calcic Brown
Dry,6.37,38.81,15.03,128.52,35.23,30.34,31.79,80.76,4.68,53.56,Low Humic Gley
Dry,6.91,44.51,14.62,113.26,15.32,29.77,31.64,88.65,1.86,23.67,Low Humic Gley
Intermediate,6.24,50.84,16.02,121.78,27.07,23.61,25.19,53.35,12.37,338.03,Reddish Brown Latosolic
Dry/Wet,7.03,14.87,6.41,43.84,29.67,32.1,32.87,63.48,18.56,385.35,Regosols
Dry,6.77,64.03,20.0,177.12,33.71,30.21,31.15,61.01,0.01,38.88,Reddish Brown Earths
Dry,6.4,42.78,15.97,132.75,29.19,28.14,29.12,85.02,1.09,48.77,Low Humic Gley
Wet,4.38,95.3,8.55,54.54,69.12,26.14,27.54,66.63,29.4,51.45,Bog and Half-Bog
Wet,5.51,44.09,13.25,141.01,11.47,21.62,23.25,65.21,24.69,105.42,Immature Brown Loams
Dry/Wet,7.68,10.69,5.06,49.31,16.1,29.31,30.76,71.52,11.1,221.28,Regosols
Intermediate,6.29,42.22,14.81,146.27,66.55,24.66,26.01,64.12,12.89,144.52,Reddish Brown Latosolic
Dry,6.45,23.26,10.55,67.74,66.25,31.14,32.92,49.23,2.46,55.05,Red Yellow Latosols
Dry/Wet,7.24,12.1,4.85,43.29,58.51,30.72,32.35,40.97,15.5,180.01,Regosols
Intermediate,6.24,79.95,27.64,192.2,34.96,26.27,27.55,71.96,13.79,65.87,Alluvial Soils
Wet,4.61,106.31,9.74,64.1,23.85,26.27,27.62,52.24,21.11,350.45,Bog and Half-Bog
Dry,6.97,48.15,16.94,124.61,58.35,30.78,31.93,67.07,0.83,47.58,Low Humic Gley
Dry,7.68,41.72,28.49,343.87,30.68,30.45,31.32,67.1,3.85,99.84,Grumusols
Wet,4.58,134.23,10.7,66.64,21.4,26.73,27.34,70.34,19.63,149.44,Bog and Half-Bog
Dry,6.74,35.33,12.15,125.2,44.47,28.5,30.0,67.09,2.27,103.72,Low Humic Gley
Dry,7.97,41.66,20.71,352.86,26.82,29.34,30.61,76.55,1.91,93.6,Grumusols
Dry,6.03,24.54,7.57,107.17,9.86,29.35,30.6,51.69,0.53,67.27,Non-Calcic Brown
Intermediate,6.36,81.33,36.52,182.66,33.92,27.56,28.23,52.81,10.09,164.7,Alluvial Soils
Dry,6.19,20.49,12.76,127.34,64.71,28.38,29.38,59.06,2.75,109.35,Non-Calcic Brown
Wet,4.54,104.12,10.95,68.72,49.01,25.32,27.01,54.08,16.21,96.46,Bog and Half-Bog
Dry/Wet,7.33,8.34,5.19,52.05,26.6,33.37,35.25,56.6,17.06,198.12,Regosols
Dry/Wet,7.28,10.42,3.53,47.86,29.86,33.15,34.18,62.32,14.65,168.52,Regosols
Dry,6.53,16.19,7.88,81.77,49.8,28.9,30.77,43.86,0.42,145.45,Red Yellow Latosols
Dry,6.89,45.92,10.62,117.78,31.51,29.54,30.87,64.6,3.0,88.33,Low Humic Gley
Dry,6.87,58.63,13.57,152.16,41.69,29.45,31.22,60.49,1.35,142.34,Reddish Brown Earths
Wet,4.89,115.38,9.24,55.95,46.64,28.05,29.78,40.21,29.6,366.13,Bog and Half-Bog
Dry,7.77,22.67,16.1,250.01,37.78,30.11,31.73,85.4,0.53,74.2,Calcic Red Yellow Latosols
Wet,5.44,40.34,15.11,130.52,13.8,22.21,23.23,69.25,24.78,78.53,Immature Brown Loams
Wet,4.32,109.92,8.18,65.69,61.87,24.21,26.05,71.91,13.27,327.69,Bog and Half-Bog
Dry,6.27,18.19,8.82,69.36,28.57,32.15,33.48,76.22,0.95,121.17,Red Yellow Latosols
Intermediate,5.75,49.44,16.06,113.88,58.44,25.41,26.8,53.44,7.66,51.79,Reddish Brown Latosolic
Dry,8.64,12.94,9.36,430.45,67.65,29.46,30.83,84.4,1.76,45.35,Solonchaks
Intermediate,5.98,42.12,16.84,125.17,56.49,25.89,27.33,62.07,7.9,405.43,Reddish Brown Latosolic
Dry,6.11,23.73,9.53,102.84,7.38,32.2,33.42,89.61,2.17,84.78,Non-Calcic Brown
Intermediate,5.65,44.27,13.92,124.12,26.06,22.99,24.86,69.85,7.68,531.7,Reddish Brown Latosolic
Dry,6.89,41.31,16.85,115.46,52.07,29.66,31.62,62.06,3.0,78.06,Low Humic Gley
Dry,7.87,39.24,22.87,281.37,44.78,28.04,29.43,59.37,2.61,42.03,Grumusols
Intermediate,5.97,47.26,18.47,131.09,24.77,23.91,25.81,85.59,10.84,680.38,Reddish Brown Latosolic
Wet,5.55,35.54,15.79,140.5,31.76,24.74,25.3,79.95,21.46,463.03,Immature Brown Loams
Wet,4.11,128.5,7.51,67.86,26.68,25.37,26.9,75.07,28.42,333.87,Bog and Half-Bog
Dry,9.01,9.64,8.1,453.13,54.62,28.92,30.82,52.69,2.27,88.45,Solonchaks
Dry,6.14,25.72,9.48,100.7,26.53,30.27,31.89,81.31,2.89,20.57,Non-Calcic Brown
Intermediate,6.04,41.45,16.96,156.89,62.7,21.69,23.02,76.09,9.31,523.32,Reddish Brown Latosolic
Dry/Wet,7.46,9.19,6.68,45.87,49.08,31.38,33.25,82.85,28.08,54.38,Regosols
Dry,8.12,26.95,20.46,202.28,39.41,27.84,29.19,54.8,0.46,18.14,Calcic Red Yellow Latosols
Dry,7.61,37.64,18.52,270.62,68.61,29.81,30.49,90.02,3.22,46.02,Grumusols
Dry/Wet,7.12,12.15,6.21,52.58,55.87,30.05,31.55,68.73,29.27,379.86,Regosols
Wet,4.51,122.7,8.88,53.56,29.67,24.79,26.59,83.25,12.08,328.3,Bog and Half-Bog
Intermediate,6.53,83.88,30.49,186.23,18.65,28.41,29.11,40.94,14.76,711.69,Alluvial Soils
Dry,6.91,36.95,17.45,125.41,17.79,30.59,31.17,47.8,3.1,92.72,Low Humic Gley
Wet,4.38,96.91,9.5,49.59,20.87,25.36,26.39,79.47,14.72,170.61,Bog and Half-Bog
Dry,8.27,15.44,17.04,379.78,46.25,29.07,29.84,48.23,3.69,69.81,Solodized Solonetz
Intermediate,6.02,51.21,16.03,118.23,46.74,21.44,23.1,77.2,7.26,653.98,Reddish Brown Latosolic
Dry,6.02,26.14,9.55,126.72,25.55,30.23,31.69,46.29,2.32,149.98,Non-Calcic Brown
Dry,7.14,41.32,14.82,118.71,55.72,29.66,31.43,83.17,4.59,122.56,Low Humic Gley
Intermediate,5.99,49.75,11.46,124.63,22.01,25.1,27.08,50.0,10.87,643.04,Reddish Brown Latosolic
Wet,4.41,117.23,10.25,60.68,18.54,28.5,29.42,41.57,21.96,418.78,Bog and Half-Bog
Intermediate,6.14,48.81,14.9,139.82,38.79,25.16,26.56,78.24,11.46,153.12,Reddish Brown Latosolic
Dry,8.11,24.38,16.41,423.48,21.38,30.43,31.83,65.94,3.12,12.49,Solodized Solonetz
Wet,5.8,48.98,12.9,115.99,15.94,21.76,23.41,85.18,22.96,499.73,Immature Brown Loams
Dry,6.99,47.27,11.77,110.74,10.73,27.64,28.68,67.18,3.75,43.63,Low Humic Gley
Dry,6.86,44.81,15.1,124.01,19.69,26.51,27.26,86.81,2.75,84.78,Low Humic Gley
Dry,8.44,21.69,15.62,438.19,36.31,30.72,32.17,65.03,2.34,112.01,Solodized Solonetz
Dry,5.96,26.98,8.78,122.5,5.25,29.2,30.23,87.09,2.17,23.08,Non-Calcic Brown
Dry/Wet,7.59,10.04,8.0,52.4,56.46,30.38,32.16,79.79,27.92,406.08,Regosols
Wet,4.4,120.87,9.75,69.58,7.62,25.04,26.72,83.85,27.22,68.91,Bog and Half-Bog
Dry,6.49,19.24,10.66,75.89,53.94,31.43,32.87,80.09,2.78,130.71,Red Yellow Latosols
Dry,6.11,31.77,10.56,100.57,17.95,30.43,32.11,49.81,1.86,26.3,Non-Calcic Brown
Intermediate,6.21,37.52,15.06,136.51,59.43,20.77,22.47,65.07,6.87,718.67,Reddish Brown Latosolic
Dry,8.34,21.77,14.45,364.38,41.3,30.5,31.44,82.74,0.27,49.5,Solodized Solonetz
Intermediate,6.17,73.7,32.33,223.46,41.49,25.32,26.33,61.03,13.07,108.62,Alluvial Soils
Intermediate,6.51,85.33,28.33,203.09,20.89,26.78,27.92,57.86,11.66,110.82,Alluvial Soils
Intermediate,5.95,48.64,15.4,143.65,20.67,24.19,24.74,92.48,9.61,634.65,Reddish Brown Latosolic
Wet,5.67,54.47,17.07,112.04,50.59,20.78,22.17,73.47,15.49,219.83,Immature Brown Loams
Wet,5.44,36.36,14.21,129.42,33.16,20.79,21.9,89.04,22.76,292.78,Immature Brown Loams
Dry,6.25,21.76,10.46,106.49,46.56,27.56,28.76,86.37,4.74,23.9,Non-Calcic Brown
Wet,5.0,41.52,6.34,77.1,58.39,19.42,21.3,85.57,29.62,211.07,Red Yellow Podzolic
Dry,6.14,26.52,9.82,114.66,51.63,29.51,31.41,80.89,3.55,149.17,Non-Calcic Brown
Intermediate,6.46,74.9,31.94,210.63,6.46,27.05,27.92,78.84,12.57,783.26,Alluvial Soils
Wet,5.19,30.62,11.83,97.97,54.58,18.24,19.52,41.17,24.88,429.18,Red Yellow Podzolic
Intermediate,5.98,42.39,15.12,119.78,42.09,25.49,26.53,82.09,12.37,753.6,Reddish Brown Latosolic
Dry,6.13,29.96,8.76,111.14,54.07,30.27,31.39,79.8,3.55,116.08,Non-Calcic Brown
Wet,4.36,142.35,8.92,82.58,9.89,23.34,24.59,74.13,14.11,456.83,Bog and Half-Bog
Intermediate,5.92,44.19,17.38,128.75,39.89,23.22,24.9,46.02,11.23,235.58,Reddish Brown Latosolic
Dry,8.7,10.0,8.76,537.9,29.89,30.42,31.77,48.12,1.14,13.47,Solonchaks
Dry,6.93,63.07,18.01,147.1,57.24,33.75,35.64,80.97,4.23,15.83,Reddish Brown Earths
Intermediate,6.72,81.93,30.65,204.71,25.84,29.4,30.46,81.76,13.1,761.7,Alluvial Soils
Wet,4.77,32.72,9.29,82.87,33.63,22.66,23.38,77.79,20.44,27.18,Red Yellow Podzolic
Intermediate,5.89,92.21,27.85,193.87,51.66,28.38,30.12,80.06,5.57,227.81,Alluvial Soils
Dry,6.36,19.12,7.45,74.84,49.97,32.9,33.42,79.3,2.27,55.74,Red Yellow Latosols
Dry,8.02,16.35,15.04,371.76,43.89,29.55,30.62,67.92,0.04,77.68,Solodized Solonetz
Dry,6.83,18.33,12.87,74.86,40.37,29.44,30.46,84.66,4.79,32.04,Red Yellow Latosols
Dry,8.43,19.54,14.31,316.67,33.99,30.08,31.14,82.68,4.19,27.25,Solodized Solonetz
Dry,8.7,10.1,9.49,358.39,34.89,31.64,33.25,93.66,3.76,46.06,Solonchaks
Intermediate,5.82,39.39,13.16,154.03,55.23,24.48,26.45,52.94,14.16,570.26,Reddish Brown Latosolic
Dry,6.08,28.56,10.34,129.93,47.89,28.43,29.44,48.3,2.67,148.9,Non-Calcic Brown
Dry/Wet,7.3,11.67,4.74,49.64,13.98,29.35,31.28,90.7,16.67,450.81,Regosols
Intermediate,5.75,49.2,14.28,143.96,33.45,25.47,26.31,70.6,5.69,710.36,Reddish Brown Latosolic
Dry,6.42,15.5,12.59,58.5,62.28,31.88,32.98,61.57,3.02,144.08,Red Yellow Latosols
Dry,7.55,56.05,22.82,169.93,30.61,31.16,32.35,79.56,4.47,39.35,Reddish Brown Earths
Intermediate,6.19,44.99,18.07,132.54,48.81,27.92,28.55,88.31,13.77,732.89,Reddish Brown Latosolic
Dry,7.74,42.19,23.27,286.73,59.61,32.16,33.26,67.39,2.75,142.92,Grumusols
Dry,8.5,9.34,10.4,529.21,35.29,31.76,32.53,65.54,3.15,62.34,Solonchaks
Dry,6.98,48.96,15.16,132.95,49.89,28.1,29.76,76.01,2.85,144.56,Low Humic Gley
Intermediate,6.17,43.14,15.09,132.19,48.66,23.32,24.59,44.5,10.13,639.47,Reddish Brown Latosolic
Dry,7.82,22.1,16.38,401.29,26.96,33.39,34.59,88.13,1.22,38.99,Solodized Solonetz
Intermediate,6.26,52.4,14.89,128.29,18.46,22.89,23.72,80.02,10.81,420.13,Reddish Brown Latosolic
Dry,6.56,50.67,17.32,165.83,31.07,29.43,30.88,92.83,2.49,90.66,Reddish Brown Earths
Wet,5.44,42.6,19.35,123.8,48.38,24.92,26.08,55.92,21.73,176.56,Immature Brown Loams
Wet,5.07,34.05,11.68,99.22,10.87,24.82,25.66,42.63,18.24,182.84,Red Yellow Podzolic
Dry,6.6,56.02,19.18,149.91,12.68,32.55,34.44,73.79,1.78,56.12,Reddish Brown Earths
Dry,7.73,29.27,18.3,242.02,27.03,31.58,32.32,72.41,1.52,98.65,Calcic Red Yellow Latosols
Dry,8.2,30.2,19.9,226.31,48.0,32.52,33.51,63.63,3.72,90.89,Calcic Red Yellow Latosols
Dry,7.27,47.87,23.08,295.8,52.99,27.97,29.41,46.33,2.19,59.1,Grumusols
Dry,5.87,22.64,8.17,113.64,44.59,29.82,30.94,76.08,1.16,104.02,Non-Calcic Brown
Dry,8.4,9.45,9.88,435.62,65.21,31.99,33.74,85.16,0.86,39.17,Solonchaks
Dry,7.71,30.34,16.62,232.84,15.8,31.11,32.7,84.92,0.54,50.67,Calcic Red Yellow Latosols
Dry,7.8,22.33,18.68,198.02,69.21,30.74,31.71,76.26,3.87,112.71,Calcic Red Yellow Latosols
Wet,5.37,51.21,14.0,104.74,50.29,23.69,25.49,71.84,29.84,421.98,Immature Brown Loams
Intermediate,6.37,46.69,14.62,142.3,23.47,24.81,25.82,94.14,5.34,321.17,Reddish Brown Latosolic
Dry,5.93,22.55,9.07,106.51,46.21,27.92,29.77,77.89,0.77,91.4,Non-Calcic Brown
Wet,4.92,30.7,11.24,86.79,55.42,20.88,22.48,63.63,15.4,247.67,Red Yellow Podzolic
Dry/Wet,7.36,10.11,7.39,51.2,37.93,35.25,36.27,57.34,29.46,253.92,Regosols
Dry,7.28,28.97,24.25,227.47,37.39,28.26,29.14,79.25,4.89,28.8,Grumusols
Wet,5.49,35.5,15.3,133.47,54.94,19.04,20.01,94.03,18.58,242.72,Immature Brown Loams
Dry,6.52,26.89,11.5,77.51,24.87,30.61,31.76,93.98,1.01,147.48,Red Yellow Latosols
Wet,5.51,30.93,16.44,122.5,56.8,23.15,24.47,85.08,16.8,467.53,Immature Brown Loams
Dry,8.34,41.09,21.78,216.17,59.27,31.07,32.46,92.73,0.24,31.24,Calcic Red Yellow Latosols
Dry,8.11,26.01,18.32,367.11,33.97,29.69,31.29,91.18,3.51,51.53,Solodized Solonetz
Dry,6.93,14.79,10.69,80.63,27.69,32.65,33.39,78.77,0.96,67.55,Red Yellow Latosols
Dry,8.09,26.72,19.13,198.01,56.8,33.05,33.83,89.39,3.66,133.45,Calcic Red Yellow Latosols
Dry,6.68,45.54,15.58,114.91,63.27,30.16,30.91,78.68,0.83,67.23,Low Humic Gley
Dry,8.0,27.79,21.5,246.84,61.63,31.23,32.73,61.43,4.39,103.12,Calcic Red Yellow Latosols
Dry,7.77,23.01,13.54,387.36,35.9,31.94,32.74,47.0,4.47,133.87,Solodized Solonetz
Dry/Wet,7.18,13.55,6.42,41.66,22.95,31.8,33.16,88.56,28.45,17.03,Regosols
Dry,6.57,44.13,16.33,133.12,19.47,26.86,28.73,82.09,1.11,124.06,Low Humic Gley
Dry,6.58,49.42,19.44,152.93,68.22,30.09,31.29,86.6,3.12,29.32,Reddish Brown Earths
Dry,7.4,37.23,20.92,351.43,47.03,28.59,29.84,42.78,0.05,16.01,Grumusols
Intermediate,6.1,83.71,28.63,197.45,12.89,29.96,30.9,65.57,11.36,362.23,Alluvial Soils
Dry,8.04,31.13,15.41,221.7,31.81,30.25,30.93,52.81,2.36,82.74,Calcic Red Yellow Latosols
Wet,5.47,38.0,13.32,120.7,46.82,23.61,24.6,57.56,17.49,155.81,Immature Brown Loams
Intermediate,5.95,38.83,16.43,145.7,26.39,25.77,27.34,47.68,10.19,691.87,Reddish Brown Latosolic
Wet,4.53,113.31,8.24,61.47,48.14,25.19,25.93,82.69,12.16,32.49,Bog and Half-Bog
Dry,6.34,56.05,18.31,172.36,48.87,29.81,31.57,62.28,3.54,90.51,Reddish Brown Earths
Dry/Wet,7.46,6.51,5.98,55.42,11.58,28.92,30.5,68.73,16.55,434.73,Regosols
Intermediate,6.05,52.51,15.52,127.97,6.7,25.98,27.16,75.41,7.95,90.69,Reddish Brown Latosolic
Dry,6.79,53.99,16.6,154.84,47.85,28.5,29.96,87.17,1.37,83.71,Reddish Brown Earths
Dry,6.77,55.04,17.97,167.31,66.99,30.47,32.42,65.63,2.63,96.11,Reddish Brown Earths
Dry,5.76,24.8,7.73,112.06,27.22,26.24,27.59,75.22,4.35,19.33,Non-Calcic Brown
Dry,6.57,55.82,19.22,171.2,58.97,27.93,28.72,83.11,0.94,141.39,Reddish Brown Earths
Dry,6.8,56.72,17.7,139.47,32.66,30.37,31.66,64.01,0.99,77.51,Reddish Brown Earths
Intermediate,5.71,78.15,34.55,201.36,64.05,27.16,29.04,60.42,11.32,567.63,Alluvial Soils
Dry,7.94,22.74,14.64,273.38,59.17,32.93,33.69,90.84,0.45,47.41,Solodized Solonetz
Dry/Wet,7.23,10.16,6.5,37.33,20.25,31.19,32.19,72.23,25.18,255.57,Regosols
Dry,5.83,25.39,12.39,100.09,27.61,29.96,31.96,67.98,0.08,78.12,Non-Calcic Brown
Dry,6.77,55.29,20.28,157.22,32.5,30.8,32.16,84.12,0.17,101.39,Reddish Brown Earths
Intermediate,6.24,88.39,32.72,207.16,52.09,28.94,29.88,68.86,8.82,512.43,Alluvial Soils
Dry,8.7,7.66,9.48,287.56,52.55,30.49,31.77,52.92,0.09,91.61,Solonchaks
Intermediate,6.17,58.13,18.52,155.75,49.02,22.24,24.0,94.39,5.07,105.87,Reddish Brown Latosolic
Dry,6.73,56.59,18.43,171.14,25.24,30.64,31.7,51.8,3.73,36.3,Reddish Brown Earths
Wet,4.29,117.24,6.3,67.17,16.63,24.84,25.51,84.46,23.77,384.85,Bog and Half-Bog
Dry,7.11,47.33,17.23,138.09,51.29,27.18,28.49,89.01,1.24,127.67,Low Humic Gley
Intermediate,5.84,51.39,14.34,164.51,55.51,22.77,24.13,94.47,13.35,200.3,Reddish Brown Latosolic
Dry,6.17,53.78,19.6,128.42,13.22,28.69,30.29,48.59,0.05,17.01,Low Humic Gley
Wet,4.38,104.84,8.6,61.95,34.08,28.1,29.28,83.87,24.64,471.45,Bog and Half-Bog
Wet,4.53,134.39,9.15,70.39,15.61,26.5,27.99,86.79,19.21,355.38,Bog and Half-Bog
Dry,6.48,23.12,10.09,71.83,57.53,31.18,32.03,71.2,0.83,140.96,Red Yellow Latosols
Dry,6.87,41.3,17.46,138.91,34.28,32.18,32.73,48.31,2.86,99.75,Low Humic Gley
Dry,7.5,43.36,26.9,331.66,62.91,30.15,31.3,51.2,2.45,79.31,Grumusols
Dry,8.06,28.59,16.56,262.25,8.39,29.93,30.68,53.93,4.71,99.14,Calcic Red Yellow Latosols
Dry/Wet,6.93,14.22,5.2,52.87,29.81,27.86,29.36,76.26,19.53,413.16,Regosols
Dry,6.75,54.77,16.7,171.08,7.88,32.58,34.23,80.57,0.91,91.51,Reddish Brown Earths
Dry,7.01,49.75,18.15,118.15,65.61,27.89,28.72,60.77,2.95,126.6,Low Humic Gley
Dry,6.29,19.77,9.09,72.88,48.05,31.97,32.85,76.04,3.24,70.05,Red Yellow Latosols
Wet,4.85,35.83,11.51,90.29,52.47,22.79,23.46,56.71,25.12,54.67,Red Yellow Podzolic
Dry,6.73,57.19,19.23,136.32,48.23,29.07,30.32,42.6,2.33,62.96,Reddish Brown Earths
Dry,7.99,25.41,15.11,329.48,37.82,32.05,33.68,59.33,4.94,38.27,Solodized Solonetz
Wet,4.33,116.43,13.23,79.13,19.36,27.03,28.3,87.14,14.23,451.67,Bog and Half-Bog
Dry,9.01,14.8,10.1,338.71,63.34,30.63,31.64,54.3,0.93,121.49,Solonchaks
Dry,5.92,21.95,8.58,94.84,11.41,26.95,27.85,61.14,0.34,149.18,Non-Calcic Brown
Dry,7.03,38.82,15.04,129.08,11.92,29.54,30.66,86.02,3.22,22.56,Low Humic Gley
Dry,7.18,49.03,16.72,158.99,27.61,30.72,32.31,81.85,2.45,36.32,Reddish Brown Earths
Dry,6.11,23.21,15.33,112.32,60.22,30.34,31.25,82.66,0.76,103.42,Non-Calcic Brown
Dry/Wet,7.28,8.91,7.79,45.78,41.74,31.92,33.42,85.03,22.68,397.19,Regosols
Dry,7.62,31.42,13.25,266.05,44.33,27.98,29.92,66.06,1.35,43.03,Calcic Red Yellow Latosols
Dry,7.91,42.88,21.71,342.95,16.57,29.7,31.11,89.67,2.66,104.42,Grumusols
Dry,7.02,53.47,19.05,195.44,60.92,31.98,33.1,92.25,4.72,30.46,Reddish Brown Earths
Dry,8.81,12.61,9.58,494.91,43.88,29.7,31.67,53.87,4.12,27.13,Solonchaks
Dry/Wet,7.19,14.79,6.98,49.45,62.92,30.37,30.91,88.87,27.43,10.28,Regosols
Wet,5.19,40.28,16.13,144.23,27.6,23.79,25.38,60.4,27.9,188.93,Immature Brown Loams
Dry,8.06,22.31,13.5,332.69,48.04,29.71,31.36,88.55,3.84,143.56,Solodized Solonetz
Dry,7.6,42.68,25.38,355.76,32.08,30.85,31.59,92.41,4.1,92.01,Grumusols
Dry,8.12,29.81,20.37,215.99,52.71,30.8,31.83,83.33,1.71,80.52,Calcic Red Yellow Latosols
Wet,5.65,37.28,16.58,154.68,41.69,25.94,27.39,62.52,25.12,389.97,Immature Brown Loams
Dry/Wet,6.95,10.72,4.36,43.36,47.49,32.94,34.15,88.91,10.01,485.38,Regosols
Intermediate,6.0,46.84,13.46,143.71,27.9,24.39,25.77,40.81,6.53,87.34,Reddish Brown Latosolic
Dry,6.12,22.01,9.12,82.29,6.71,30.62,31.58,70.41,0.74,145.16,Red Yellow Latosols
Dry,5.96,21.17,12.98,105.63,45.81,27.56,28.47,55.84,1.4,84.06,Non-Calcic Brown
Dry,8.04,40.2,22.96,295.36,28.49,27.9,29.6,65.13,3.43,90.59,Grumusols
Wet,4.82,35.83,8.31,87.68,5.04,21.95,23.06,41.98,20.51,52.24,Red Yellow Podzolic
Dry,6.24,24.05,7.98,113.13,14.79,29.81,30.57,60.3,0.45,116.23,Non-Calcic Brown
Intermediate,5.76,37.8,17.26,146.84,65.86,25.88,26.95,75.2,7.67,82.4,Reddish Brown Latosolic
Dry,6.85,47.73,21.78,159.9,12.47,29.43,30.33,40.77,4.45,96.78,Reddish Brown Earths
Dry,8.66,13.53,11.49,487.52,64.34,30.11,31.79,57.7,0.94,140.48,Solonchaks
Intermediate,6.05,54.25,14.0,150.76,13.2,24.81,25.74,54.18,5.63,291.56,Reddish Brown Latosolic
Dry,7.9,31.61,14.97,221.51,58.68,29.18,30.67,62.36,4.12,121.75,Calcic Red Yellow Latosols
Wet,4.5,127.33,12.32,66.62,62.73,24.76,25.85,88.32,23.78,56.85,Bog and Half-Bog
Dry,6.28,27.33,8.68,105.43,30.94,30.71,31.23,45.91,2.68,28.04,Non-Calcic Brown
Dry,6.33,21.99,13.18,60.84,39.61,32.3,32.99,72.25,1.45,136.42,Red Yellow Latosols
Dry,5.87,20.27,12.81,85.38,65.32,28.8,29.99,53.68,0.91,92.3,Non-Calcic Brown
Intermediate,5.97,38.28,15.03,143.98,56.55,24.3,25.86,44.25,11.26,445.45,Reddish Brown Latosolic
