supplierName,seedType,region,price,rating,distance_km,stock,deliveryTime_days,organicCertified,reviews,
Land mark agro Seeds,Carrot Seed,Hambantota,5185,4.6,51,626,1,FALSE,228,9178.0
Land mark agro Seeds,Potato Seed,Badulla,8422,4.9,18,527,2,TRUE,474,7544.2
Purahanda Enterprises,Potato Seed,Ampara,6211,5.0,28,498,3,TRUE,415,7935.6
Green Grove Fertilizer,Pumpkin Seed,Kurunegala,4688,4.8,56,285,5,TRUE,395,5860.8
Land mark agro Seeds,Pumpkin Seed,Nuwara Eliya,6360,4.5,38,348,2,TRUE,313,6191.0
Green Harvest Agriculture,Tomato Seed,Ratnapura,5767,4.4,43,107,1,TRUE,32,3921.2
Janogali,Bean Seed,Nuwara Eliya,3940,4.9,2,131,4,FALSE,103,5697.0
Saduthara Plant nursery,Pumpkin Seed,Badulla,4342,4.8,28,128,5,FALSE,178,4989.2
Land mark agro Seeds,Onion Seed,Galle,6045,4.7,40,103,1,FALSE,315,3821.0
Land mark agro Seeds,Potato Seed,Hambantota,8469,4.2,12,647,3,TRUE,27,8866.4
Purahanda Enterprises,Tomato Seed,Kandy,6045,4.0,16,162,3,FALSE,336,4912.0
Green Grove Fertilizer,Cabbage Seed,Galle,4622,4.5,48,573,3,TRUE,309,8936.2
Land mark agro Seeds,Onion Seed,Colombo,6720,4.1,17,77,4,FALSE,343,3769.0
Green Harvest Agriculture,Potato Seed,Hambantota,6123,4.1,23,284,3,FALSE,175,5957.8
Janogali,Potato Seed,Badulla,7797,4.3,55,436,1,FALSE,140,6162.2
Saduthara Plant nursery,Carrot Seed,Nuwara Eliya,5989,4.8,40,72,2,FALSE,384,3530.4
Land mark agro Seeds,Chili Seed,Ratnapura,6987,4.5,34,298,4,FALSE,191,5520.2
Land mark agro Seeds,Bean Seed,Hambantota,5104,5.0,12,400,4,FALSE,161,7718.4
Purahanda Enterprises,Rice Seed,Kurunegala,4727,3.5,41,312,5,TRUE,463,6454.2
Green Grove Fertilizer,Cabbage Seed,Ampara,5465,3.6,48,263,2,FALSE,189,5526.0
Land mark agro Seeds,Carrot Seed,Monaragala,7768,3.5,30,280,3,TRUE,403,5137.8
Green Harvest Agriculture,Corn Seed,Colombo,4448,3.8,31,654,5,TRUE,328,10176.8
Janogali,Carrot Seed,Matale,4830,3.9,42,514,5,FALSE,13,8401.0
Saduthara Plant nursery,Corn Seed,Kurunegala,4165,4.1,32,276,4,TRUE,151,6481.0
Land mark agro Seeds,Corn Seed,Colombo,3954,4.3,43,185,1,FALSE,97,5429.4
Land mark agro Seeds,Carrot Seed,Hambantota,6540,4.7,18,343,2,FALSE,373,6463.0
Purahanda Enterprises,Carrot Seed,Jaffna,7669,3.9,24,603,1,TRUE,177,8515.4
Green Grove Fertilizer,Corn Seed,Matale,4743,4.6,39,451,2,FALSE,66,7844.8
Land mark agro Seeds,Corn Seed,Ratnapura,4332,3.6,4,189,1,FALSE,196,6119.2
Green Harvest Agriculture,Bean Seed,Kurunegala,4218,4.7,55,393,1,TRUE,256,7151.8
Janogali,Chili Seed,Jaffna,6989,4.0,3,88,1,TRUE,155,4054.4
Saduthara Plant nursery,Bean Seed,Monaragala,5266,3.6,51,534,3,FALSE,120,8255.6
Land mark agro Seeds,Rice Seed,Polonnaruwa,3990,4.0,19,129,2,FALSE,482,5344.0
Land mark agro Seeds,Carrot Seed,Kurunegala,5786,4.2,30,287,5,FALSE,312,5979.6
Purahanda Enterprises,Tomato Seed,Badulla,5532,4.9,43,196,2,FALSE,485,4890.2
Green Grove Fertilizer,Carrot Seed,Monaragala,6019,4.6,28,133,5,TRUE,289,4374.4
Land mark agro Seeds,Bean Seed,Polonnaruwa,6367,4.8,5,381,4,TRUE,296,7169.2
Green Harvest Agriculture,Tomato Seed,Matale,7058,4.6,31,253,4,TRUE,343,5098.8
Janogali,Cabbage Seed,Anuradhapura,6613,4.4,30,491,1,TRUE,238,7682.8
Saduthara Plant nursery,Tomato Seed,Hambantota,5491,4.6,51,667,2,FALSE,448,9465.6
Land mark agro Seeds,Tomato Seed,Jaffna,7044,5.0,51,306,4,FALSE,412,5222.4
Land mark agro Seeds,Chili Seed,Nuwara Eliya,4670,4.8,40,545,3,TRUE,121,8788.0
Purahanda Enterprises,Rice Seed,Hambantota,4176,3.6,42,121,4,TRUE,305,4741.6
Green Grove Fertilizer,Pumpkin Seed,Ampara,4589,3.6,12,484,1,TRUE,451,8806.4
Land mark agro Seeds,Carrot Seed,Hambantota,5850,4.7,40,699,1,TRUE,136,9859.0
Green Harvest Agriculture,Potato Seed,Galle,7806,3.8,44,442,4,TRUE,39,6453.6
Janogali,Pumpkin Seed,Anuradhapura,6244,4.1,20,452,5,FALSE,319,7649.4
Saduthara Plant nursery,Rice Seed,Polonnaruwa,4113,4.0,41,202,5,FALSE,231,5584.8
Land mark agro Seeds,Cabbage Seed,Matara,6558,4.9,27,237,1,FALSE,331,5209.8
Land mark agro Seeds,Potato Seed,Kurunegala,8485,4.9,37,208,4,FALSE,290,3949.0
Purahanda Enterprises,Chili Seed,Matara,4134,4.3,49,550,3,FALSE,332,8887.4
Green Grove Fertilizer,Potato Seed,Kandy,5753,4.9,13,614,1,TRUE,116,9581.8
Land mark agro Seeds,Bean Seed,Anuradhapura,3595,3.6,4,329,3,TRUE,203,7814.0
Green Harvest Agriculture,Corn Seed,Nuwara Eliya,4685,4.5,47,330,5,FALSE,425,6501.0
Janogali,Corn Seed,Hambantota,4235,4.3,41,561,5,FALSE,495,9117.0
Saduthara Plant nursery,Tomato Seed,Kurunegala,4703,4.7,60,356,4,TRUE,413,6487.8
Land mark agro Seeds,Carrot Seed,Colombo,7401,3.6,51,254,3,TRUE,260,4601.6
Land mark agro Seeds,Onion Seed,Anuradhapura,7364,4.3,44,340,4,FALSE,96,5595.4
Purahanda Enterprises,Carrot Seed,Monaragala,5081,4.0,56,372,2,FALSE,449,6597.6
Green Grove Fertilizer,Corn Seed,Ratnapura,3520,3.7,32,330,4,TRUE,420,7291.0
Land mark agro Seeds,Tomato Seed,Ampara,7242,4.8,32,679,4,TRUE,76,9259.2
Green Harvest Agriculture,Potato Seed,Matale,8518,4.0,20,96,3,FALSE,492,3182.8
Janogali,Carrot Seed,Ratnapura,6804,4.1,34,477,4,FALSE,486,7395.4
Saduthara Plant nursery,Tomato Seed,Galle,4868,3.9,3,367,5,FALSE,212,7695.8
Land mark agro Seeds,Chili Seed,Matale,4851,4.2,34,397,5,TRUE,398,7373.6
Land mark agro Seeds,Onion Seed,Kandy,6251,3.8,59,86,4,TRUE,214,3215.6
Purahanda Enterprises,Corn Seed,Hambantota,3808,3.6,24,280,5,TRUE,62,6838.8
Green Grove Fertilizer,Rice Seed,Hambantota,4831,4.3,42,202,3,TRUE,346,5268.6
Land mark agro Seeds,Tomato Seed,Jaffna,5113,3.7,48,151,4,FALSE,21,4543.8
Green Harvest Agriculture,Rice Seed,Galle,4256,4.2,45,642,1,FALSE,433,9841.6
Janogali,Rice Seed,Badulla,5309,4.5,6,686,5,TRUE,405,10631.4
Saduthara Plant nursery,Chili Seed,Anuradhapura,6524,4.9,20,53,2,FALSE,84,3523.4
Land mark agro Seeds,Potato Seed,Matale,6220,4.0,9,54,2,TRUE,157,3902.0
Land mark agro Seeds,Cabbage Seed,Monaragala,5768,4.1,2,647,5,TRUE,378,10149.8
Purahanda Enterprises,Pumpkin Seed,Badulla,6128,5.0,10,534,3,FALSE,458,8688.8
Green Grove Fertilizer,Chili Seed,Kurunegala,5919,3.8,39,114,5,FALSE,56,4028.4
Land mark agro Seeds,Potato Seed,Nuwara Eliya,8704,4.0,13,651,4,TRUE,228,8798.4
Green Harvest Agriculture,Corn Seed,Matara,4982,4.6,51,253,4,FALSE,457,5529.2
Janogali,Potato Seed,Colombo,6851,4.6,12,283,3,FALSE,126,5861.6
Saduthara Plant nursery,Chili Seed,Colombo,4952,4.3,14,72,4,FALSE,406,4480.2
Land mark agro Seeds,Potato Seed,Nuwara Eliya,6290,4.4,22,115,1,TRUE,137,4212.0
Land mark agro Seeds,Corn Seed,Colombo,3973,4.2,47,617,4,FALSE,96,9664.8
Purahanda Enterprises,Carrot Seed,Matale,5560,4.5,45,387,1,TRUE,402,6761.0
Green Grove Fertilizer,Onion Seed,Kurunegala,7980,4.9,36,558,1,FALSE,397,7671.0
Land mark agro Seeds,Chili Seed,Hambantota,5219,4.7,37,647,4,TRUE,167,9651.4
Green Harvest Agriculture,Cabbage Seed,Anuradhapura,4068,4.2,23,424,5,TRUE,314,8176.8
Janogali,Onion Seed,Colombo,6797,3.9,53,644,1,FALSE,41,8694.2
Saduthara Plant nursery,Potato Seed,Ampara,6595,4.0,22,585,2,FALSE,433,8802.0
Land mark agro Seeds,Tomato Seed,Ratnapura,6174,4.2,51,161,3,TRUE,411,4144.4
Land mark agro Seeds,Tomato Seed,Galle,5252,3.6,23,635,2,TRUE,489,9831.2
Purahanda Enterprises,Rice Seed,Ratnapura,5471,4.0,43,82,5,FALSE,468,3801.6
Green Grove Fertilizer,Pumpkin Seed,Matale,6030,4.7,30,93,5,TRUE,60,3927.0
Land mark agro Seeds,Bean Seed,Kandy,3784,3.9,36,238,5,FALSE,151,6179.4
Green Harvest Agriculture,Chili Seed,Colombo,6963,3.6,55,661,5,TRUE,22,8766.8
Janogali,Pumpkin Seed,Hambantota,6549,4.7,7,448,3,FALSE,102,7729.4
Saduthara Plant nursery,Rice Seed,Nuwara Eliya,3967,4.6,15,622,3,FALSE,291,10345.2
Land mark agro Seeds,Cabbage Seed,Hambantota,5737,4.1,41,51,4,TRUE,186,3422.2
Land mark agro Seeds,Pumpkin Seed,Anuradhapura,5144,4.1,49,62,2,FALSE,461,3609.4
Purahanda Enterprises,Bean Seed,Anuradhapura,6098,3.5,39,566,1,FALSE,119,8485.8
Green Grove Fertilizer,Cabbage Seed,Ratnapura,4457,4.6,3,446,1,FALSE,145,8629.2
Land mark agro Seeds,Carrot Seed,Hambantota,4640,4.5,44,165,2,TRUE,361,4929.0
Green Harvest Agriculture,Pumpkin Seed,Kandy,4029,3.7,45,502,5,TRUE,144,8547.4
Janogali,Potato Seed,Kandy,5654,3.8,38,452,2,FALSE,142,7534.4
Saduthara Plant nursery,Potato Seed,Hambantota,6202,4.5,41,165,2,FALSE,43,4364.2
Land mark agro Seeds,Tomato Seed,Galle,4848,3.9,10,425,1,TRUE,98,8143.8
Land mark agro Seeds,Chili Seed,Matale,6480,4.7,51,55,2,TRUE,38,2947.0
Purahanda Enterprises,Tomato Seed,Colombo,6039,3.5,7,485,3,FALSE,40,8339.4
Green Grove Fertilizer,Bean Seed,Badulla,4171,3.9,10,500,4,TRUE,202,9164.6
Land mark agro Seeds,Pumpkin Seed,Colombo,5279,3.9,42,534,2,TRUE,126,8421.4
Green Harvest Agriculture,Carrot Seed,Kurunegala,7284,3.9,7,212,2,FALSE,468,5099.4
Janogali,Onion Seed,Ampara,7270,4.7,8,154,5,FALSE,60,4481.0
Saduthara Plant nursery,Rice Seed,Anuradhapura,3974,3.8,57,225,3,FALSE,165,5556.4
Land mark agro Seeds,Rice Seed,Ratnapura,4966,4.5,16,133,5,FALSE,191,5038.6
Land mark agro Seeds,Rice Seed,Matara,5087,4.8,2,447,3,TRUE,82,8401.2
Purahanda Enterprises,Chili Seed,Matara,6402,4.2,42,342,4,TRUE,105,6043.2
Green Grove Fertilizer,Chili Seed,Polonnaruwa,4941,4.6,55,301,3,FALSE,202,5945.6
Land mark agro Seeds,Rice Seed,Polonnaruwa,4797,3.9,9,360,3,TRUE,373,7534.2
Green Harvest Agriculture,Carrot Seed,Jaffna,4997,4.8,36,645,2,TRUE,485,9737.2
Janogali,Rice Seed,Jaffna,5269,4.9,57,424,1,TRUE,423,6995.4
Saduthara Plant nursery,Corn Seed,Jaffna,3554,3.7,39,681,2,TRUE,104,10647.4
Land mark agro Seeds,Bean Seed,Colombo,3818,3.9,51,99,2,FALSE,435,4475.8
Land mark agro Seeds,Corn Seed,Matara,3958,4.0,44,104,5,TRUE,219,4606.8
Purahanda Enterprises,Bean Seed,Badulla,5357,4.8,13,372,2,TRUE,383,7323.2
Green Grove Fertilizer,Pumpkin Seed,Matara,4114,3.6,11,463,1,FALSE,469,8806.4
Land mark agro Seeds,Cabbage Seed,Anuradhapura,4463,4.2,47,276,3,TRUE,124,6058.8
Green Harvest Agriculture,Cabbage Seed,Kandy,5026,4.4,5,112,5,FALSE,418,5027.6
Janogali,Cabbage Seed,Galle,5654,3.8,19,385,3,FALSE,448,7244.4
Saduthara Plant nursery,Bean Seed,Matara,5617,4.0,21,233,4,FALSE,19,5693.2
Land mark agro Seeds,Cabbage Seed,Matara,4313,4.6,39,418,4,TRUE,151,7686.8
Land mark agro Seeds,Cabbage Seed,Monaragala,4698,4.0,27,604,5,TRUE,139,9650.8
Purahanda Enterprises,Cabbage Seed,Polonnaruwa,6638,4.9,15,348,5,TRUE,347,6527.8
Green Grove Fertilizer,Tomato Seed,Monaragala,4799,4.1,38,493,3,FALSE,345,8277.4
Land mark agro Seeds,Cabbage Seed,Ratnapura,5255,3.5,60,465,4,FALSE,244,7393.0
Green Harvest Agriculture,Bean Seed,Ampara,5157,3.7,31,515,3,FALSE,211,8506.2
Janogali,Chili Seed,Monaragala,5126,5.0,50,603,3,FALSE,21,8979.6
Saduthara Plant nursery,Tomato Seed,Badulla,4651,4.0,44,69,4,FALSE,278,3979.6
Land mark agro Seeds,Chili Seed,Colombo,4385,4.8,4,210,5,FALSE,133,6272.0
Land mark agro Seeds,Carrot Seed,Polonnaruwa,7215,5.0,45,599,4,FALSE,96,8204.0
Purahanda Enterprises,Onion Seed,Anuradhapura,5767,4.3,32,92,4,TRUE,388,3994.2
Green Grove Fertilizer,Corn Seed,Matale,3884,5.0,17,600,4,TRUE,478,10106.4
Land mark agro Seeds,Chili Seed,Monaragala,6182,4.3,42,100,1,FALSE,213,3708.2
Green Harvest Agriculture,Rice Seed,Galle,3872,3.6,41,186,2,TRUE,157,5533.2
Janogali,Potato Seed,Ampara,7504,4.8,27,216,4,TRUE,359,4624.4
Saduthara Plant nursery,Onion Seed,Badulla,8024,3.6,37,304,2,TRUE,488,5132.4
Land mark agro Seeds,Carrot Seed,Badulla,7290,3.5,46,699,1,TRUE,250,9199.0
Land mark agro Seeds,Corn Seed,Colombo,4680,4.8,14,405,2,TRUE,215,7904.0
Purahanda Enterprises,Tomato Seed,Polonnaruwa,4648,3.5,12,693,2,TRUE,182,10875.8
Green Grove Fertilizer,Carrot Seed,Anuradhapura,5140,3.6,3,579,1,TRUE,355,9716.0
Land mark agro Seeds,Potato Seed,Hambantota,8479,4.5,57,682,5,TRUE,108,8303.4
Green Harvest Agriculture,Carrot Seed,Matale,7308,4.6,49,626,2,TRUE,311,8368.8
Janogali,Tomato Seed,Hambantota,6671,5.0,26,643,5,TRUE,260,9241.6
Saduthara Plant nursery,Potato Seed,Ratnapura,8773,4.8,8,315,5,FALSE,491,5486.8
Land mark agro Seeds,Rice Seed,Matale,5270,4.5,43,481,5,FALSE,109,7857.0
Land mark agro Seeds,Carrot Seed,Monaragala,6247,3.9,48,569,1,FALSE,92,8264.2
Purahanda Enterprises,Rice Seed,Kandy,3621,4.7,58,603,1,TRUE,442,9430.6
Green Grove Fertilizer,Potato Seed,Matara,5985,3.6,42,225,1,FALSE,278,5058.0
Land mark agro Seeds,Bean Seed,Colombo,4792,3.7,8,528,4,TRUE,270,9242.2
Green Harvest Agriculture,Corn Seed,Matale,3379,3.6,34,440,5,FALSE,225,8410.4
Janogali,Corn Seed,Kandy,4711,3.6,49,531,5,TRUE,269,8487.6
Saduthara Plant nursery,Corn Seed,Anuradhapura,4268,4.9,48,302,2,TRUE,487,6355.8
Land mark agro Seeds,Bean Seed,Nuwara Eliya,4667,4.2,17,53,3,TRUE,154,4347.2
Land mark agro Seeds,Chili Seed,Kurunegala,4354,4.7,52,307,1,FALSE,243,6297.4
Purahanda Enterprises,Chili Seed,Badulla,6893,4.8,29,547,4,FALSE,312,8138.8
Green Grove Fertilizer,Corn Seed,Kandy,4911,4.9,35,152,1,TRUE,438,4858.6
Land mark agro Seeds,Rice Seed,Colombo,4288,4.6,47,174,2,FALSE,219,5096.8
Green Harvest Agriculture,Chili Seed,Ampara,6774,4.3,26,635,1,FALSE,21,9141.4
Janogali,Pumpkin Seed,Ratnapura,4931,4.2,44,199,4,TRUE,69,5161.6
Saduthara Plant nursery,Tomato Seed,Kandy,6328,3.9,44,379,2,TRUE,313,6411.8
Land mark agro Seeds,Rice Seed,Polonnaruwa,5484,3.8,30,226,5,FALSE,265,5502.4
Land mark agro Seeds,Bean Seed,Kandy,6302,4.9,34,161,2,TRUE,499,4412.2
Purahanda Enterprises,Onion Seed,Ampara,7213,4.9,17,659,1,TRUE,140,9367.8
Green Grove Fertilizer,Onion Seed,Galle,6347,4.8,39,450,3,TRUE,458,7187.2
Land mark agro Seeds,Cabbage Seed,Galle,4423,4.7,42,271,3,FALSE,312,6109.8
Green Harvest Agriculture,Bean Seed,Nuwara Eliya,5821,4.7,42,695,1,FALSE,285,9790.6
Janogali,Cabbage Seed,Kurunegala,6019,4.3,9,50,3,FALSE,211,3933.4
Saduthara Plant nursery,Rice Seed,Badulla,4286,4.4,21,401,1,FALSE,15,7893.6
Land mark agro Seeds,Corn Seed,Kandy,4029,4.8,52,587,3,TRUE,280,9224.4
Land mark agro Seeds,Carrot Seed,Galle,6714,4.5,22,615,2,FALSE,496,9039.4
Purahanda Enterprises,Cabbage Seed,Anuradhapura,5003,3.8,30,345,5,TRUE,178,6884.8
Green Grove Fertilizer,Cabbage Seed,Kurunegala,6943,4.4,20,68,2,FALSE,480,3520.8
Land mark agro Seeds,Corn Seed,Matara,4152,4.7,48,243,5,FALSE,58,5818.2
Green Harvest Agriculture,Tomato Seed,Jaffna,4821,4.4,23,222,5,TRUE,288,5849.6
Janogali,Corn Seed,Jaffna,4285,3.5,27,365,1,FALSE,464,7441.0
Saduthara Plant nursery,Cabbage Seed,Badulla,4510,4.5,13,99,4,TRUE,467,4941.0
Land mark agro Seeds,Chili Seed,Ampara,4812,4.4,33,196,4,FALSE,74,5393.2
Land mark agro Seeds,Chili Seed,Colombo,5463,4.9,60,624,1,FALSE,281,8857.8
Purahanda Enterprises,Potato Seed,Monaragala,8712,5.0,45,336,1,FALSE,40,4975.2
Green Grove Fertilizer,Pumpkin Seed,Polonnaruwa,4461,4.7,14,236,5,TRUE,58,6304.6
Land mark agro Seeds,Cabbage Seed,Monaragala,5532,4.8,26,153,1,TRUE,482,4803.2
Green Harvest Agriculture,Tomato Seed,Galle,6980,3.7,16,346,3,TRUE,472,6387.0
Janogali,Cabbage Seed,Badulla,4870,4.6,28,95,4,TRUE,317,4454.0
Saduthara Plant nursery,Cabbage Seed,Monaragala,5277,5.0,56,362,4,TRUE,161,6389.2
Land mark agro Seeds,Carrot Seed,Ampara,6872,4.9,24,645,1,TRUE,407,9224.2
Land mark agro Seeds,Onion Seed,Jaffna,5606,4.8,37,483,3,TRUE,473,7853.6
Purahanda Enterprises,Rice Seed,Anuradhapura,4965,4.5,39,299,3,TRUE,251,6239.0
Green Grove Fertilizer,Tomato Seed,Monaragala,6339,4.2,30,417,2,TRUE,31,7058.4
Land mark agro Seeds,Bean Seed,Galle,4514,3.8,53,55,5,FALSE,167,3720.4
Green Harvest Agriculture,Tomato Seed,Monaragala,7289,4.5,46,311,3,FALSE,296,5289.4
Janogali,Carrot Seed,Kandy,6011,4.1,11,142,3,FALSE,170,4822.6
Saduthara Plant nursery,Cabbage Seed,Nuwara Eliya,4290,4.5,25,575,3,FALSE,196,9549.0
Land mark agro Seeds,Rice Seed,Polonnaruwa,4611,4.1,28,190,1,FALSE,412,5522.6
Land mark agro Seeds,Corn Seed,Galle,4867,3.8,16,95,1,FALSE,469,4719.2
Purahanda Enterprises,Carrot Seed,Kurunegala,4640,3.8,2,238,3,TRUE,150,6520.0
Green Grove Fertilizer,Potato Seed,Hambantota,7088,3.5,33,422,3,TRUE,136,6769.8
Land mark agro Seeds,Carrot Seed,Kandy,7143,4.0,42,623,2,FALSE,100,8562.8
Green Harvest Agriculture,Rice Seed,Ampara,4320,4.3,50,298,4,FALSE,27,6273.0
Janogali,Corn Seed,Anuradhapura,3384,4.7,55,697,5,FALSE,399,10525.4
Saduthara Plant nursery,Pumpkin Seed,Hambantota,6260,4.0,12,453,1,TRUE,221,7816.0
Land mark agro Seeds,Cabbage Seed,Matara,4437,3.7,9,252,2,FALSE,336,6604.2
Land mark agro Seeds,Carrot Seed,Matara,5941,4.9,46,656,5,TRUE,485,9266.6
Purahanda Enterprises,Chili Seed,Matara,6720,4.6,25,190,3,FALSE,146,4724.0
Green Grove Fertilizer,Bean Seed,Nuwara Eliya,5739,4.4,20,242,1,FALSE,346,5742.4
Land mark agro Seeds,Tomato Seed,Polonnaruwa,4578,4.7,8,91,5,TRUE,74,4927.8
Green Harvest Agriculture,Carrot Seed,Colombo,7329,4.2,14,599,4,FALSE,33,8802.4
Janogali,Onion Seed,Monaragala,5454,4.1,5,131,2,TRUE,161,5055.4
Saduthara Plant nursery,Bean Seed,Ampara,4438,4.3,44,566,5,FALSE,142,9025.8
Land mark agro Seeds,Onion Seed,Galle,6113,3.9,17,667,2,FALSE,128,9917.8
Land mark agro Seeds,Onion Seed,Hambantota,5561,4.6,27,592,5,TRUE,162,9167.6
Purahanda Enterprises,Bean Seed,Galle,4055,4.5,24,227,5,TRUE,335,6183.0
Green Grove Fertilizer,Bean Seed,Hambantota,3725,3.9,13,363,4,TRUE,379,7913.0
Land mark agro Seeds,Potato Seed,Jaffna,7213,4.4,7,183,5,TRUE,131,4822.8
Green Harvest Agriculture,Rice Seed,Polonnaruwa,4176,3.6,42,461,5,TRUE,26,8141.6
Janogali,Onion Seed,Hambantota,6371,3.5,39,320,4,FALSE,194,5916.6
Saduthara Plant nursery,Bean Seed,Hambantota,6136,3.7,35,190,2,TRUE,243,4784.6
Land mark agro Seeds,Rice Seed,Ratnapura,5192,4.6,34,411,4,TRUE,187,7365.2
Land mark agro Seeds,Corn Seed,Galle,3952,5.0,5,103,3,FALSE,122,5349.2
Purahanda Enterprises,Corn Seed,Polonnaruwa,3678,5.0,21,403,2,FALSE,494,8138.8
Green Grove Fertilizer,Rice Seed,Kurunegala,3787,3.5,54,679,4,TRUE,35,10240.2
Land mark agro Seeds,Tomato Seed,Galle,6607,4.4,58,394,5,TRUE,376,6155.2
Green Harvest Agriculture,Bean Seed,Badulla,4320,4.1,33,277,1,FALSE,403,6409.0
Janogali,Pumpkin Seed,Badulla,5819,3.5,32,285,2,FALSE,385,5927.4
Saduthara Plant nursery,Onion Seed,Colombo,5183,4.4,46,294,2,FALSE,212,5964.8
Land mark agro Seeds,Onion Seed,Ratnapura,5103,4.9,21,143,1,FALSE,412,4971.8
Land mark agro Seeds,Carrot Seed,Kandy,6953,4.9,7,191,1,FALSE,396,4991.8
Purahanda Enterprises,Carrot Seed,Hambantota,6597,4.9,2,216,5,FALSE,371,5484.2
Green Grove Fertilizer,Pumpkin Seed,Matale,4473,4.5,36,165,4,TRUE,364,5155.8
Land mark agro Seeds,Carrot Seed,Galle,6632,4.6,15,578,3,TRUE,107,8839.2
Green Harvest Agriculture,Cabbage Seed,Polonnaruwa,5648,4.8,12,201,2,FALSE,441,5516.8
Janogali,Rice Seed,Monaragala,4912,5.0,14,107,2,FALSE,260,4825.2
Saduthara Plant nursery,Potato Seed,Colombo,8456,4.9,56,147,4,TRUE,42,2970.6
Land mark agro Seeds,Corn Seed,Kurunegala,3711,4.7,12,101,5,FALSE,332,5294.6
Land mark agro Seeds,Rice Seed,Colombo,3979,4.8,13,405,5,TRUE,294,8204.4
Purahanda Enterprises,Bean Seed,Hambantota,3615,4.4,7,161,3,TRUE,407,6042.0
Green Grove Fertilizer,Bean Seed,Nuwara Eliya,4883,4.2,13,203,1,FALSE,396,5840.8
Land mark agro Seeds,Carrot Seed,Kurunegala,6478,4.1,45,476,3,TRUE,94,7295.8
Green Harvest Agriculture,Carrot Seed,Kandy,4730,4.9,38,692,5,TRUE,123,10271.0
Janogali,Potato Seed,Kandy,5895,4.9,59,108,3,FALSE,245,3545.0
Saduthara Plant nursery,Onion Seed,Galle,6708,3.5,52,661,5,TRUE,412,8931.8
Land mark agro Seeds,Tomato Seed,Matale,5623,3.9,29,181,2,TRUE,28,5013.8
Land mark agro Seeds,Corn Seed,Colombo,3304,3.5,20,354,3,TRUE,35,7863.4
Purahanda Enterprises,Chili Seed,Polonnaruwa,6598,4.8,41,549,4,FALSE,475,8036.8
Green Grove Fertilizer,Cabbage Seed,Anuradhapura,6493,3.7,9,421,3,TRUE,172,7471.8
Land mark agro Seeds,Corn Seed,Jaffna,3425,4.3,37,620,5,TRUE,110,10111.0
Green Harvest Agriculture,Onion Seed,Jaffna,8004,4.8,45,671,4,FALSE,192,8614.4
Janogali,Onion Seed,Ampara,5890,3.5,16,345,5,FALSE,325,6819.0
Saduthara Plant nursery,Bean Seed,Colombo,4848,4.4,47,661,5,TRUE,20,9748.8
Land mark agro Seeds,Carrot Seed,Hambantota,5169,3.6,8,140,2,FALSE,55,5214.4
Land mark agro Seeds,Tomato Seed,Ampara,7331,3.9,4,328,2,FALSE,393,6300.6
Purahanda Enterprises,Tomato Seed,Polonnaruwa,6791,4.2,27,218,2,FALSE,110,4947.6
Green Grove Fertilizer,Bean Seed,Anuradhapura,6183,4.5,29,572,4,FALSE,269,8681.8
Land mark agro Seeds,Onion Seed,Matara,8297,4.1,45,213,4,TRUE,221,3938.2
Green Harvest Agriculture,Pumpkin Seed,Anuradhapura,4557,3.7,5,260,1,TRUE,124,6716.2
Janogali,Carrot Seed,Badulla,6865,3.6,35,109,1,FALSE,138,3686.0
Saduthara Plant nursery,Onion Seed,Monaragala,6566,4.8,5,554,2,TRUE,74,8819.6
Land mark agro Seeds,Pumpkin Seed,Kurunegala,4747,4.8,45,547,3,TRUE,132,8677.2
Land mark agro Seeds,Tomato Seed,Jaffna,6998,3.9,52,56,1,TRUE,67,2753.8
Purahanda Enterprises,Potato Seed,Nuwara Eliya,8452,4.1,3,496,3,TRUE,121,7546.2
Green Grove Fertilizer,Pumpkin Seed,Matara,6481,3.6,36,403,5,FALSE,472,6759.6
Land mark agro Seeds,Corn Seed,Galle,4598,4.0,38,453,2,TRUE,60,7960.8
Green Harvest Agriculture,Corn Seed,Matara,3306,3.8,53,190,3,FALSE,246,5553.6
Janogali,Chili Seed,Badulla,6979,3.6,26,415,2,FALSE,174,6880.4
Saduthara Plant nursery,Chili Seed,Nuwara Eliya,5704,4.4,11,662,4,FALSE,456,10136.4
Land mark agro Seeds,Onion Seed,Matale,5199,4.4,37,345,2,FALSE,207,6648.4
Land mark agro Seeds,Potato Seed,Polonnaruwa,6981,3.7,28,238,1,FALSE,393,5066.6
Purahanda Enterprises,Tomato Seed,Nuwara Eliya,7236,3.9,36,676,5,FALSE,481,9178.6
Green Grove Fertilizer,Rice Seed,Kandy,3796,3.6,56,504,2,FALSE,219,8443.6
Land mark agro Seeds,Bean Seed,Kurunegala,4449,4.8,41,242,4,FALSE,326,5826.4
Green Harvest Agriculture,Pumpkin Seed,Kurunegala,4654,4.0,20,469,2,FALSE,404,8458.4
Janogali,Chili Seed,Nuwara Eliya,4155,3.8,56,666,5,TRUE,129,9914.0
Saduthara Plant nursery,Pumpkin Seed,Anuradhapura,6152,3.6,37,563,5,TRUE,190,8471.2
Land mark agro Seeds,Bean Seed,Hambantota,4753,4.5,16,394,2,FALSE,237,7733.8
Land mark agro Seeds,Potato Seed,Jaffna,5527,3.6,30,352,3,FALSE,46,6751.2
